ブロマイド	溴化物
暗記重視	重视背诵
完璧主義	完美主义
無邪気な令嬢	天真的大小姐
天真爛漫	天真烂漫
貴婦人	贵妇人
優雅無比	无比优雅
華々しい	富丽堂皇
咲き誇る笑顔	灿烂的笑容
美食を嗜む	爱好美食
醍醐味を知る	懂得妙趣
麗しい歌声	优美的歌声
プリマドンナ	麦当娜
社交ダンスの姫君	交际舞的公主
マスカレードの女王	睫毛膏女王
プライドが高く高飛車	自尊心很强
過去の秘密	过去的秘密
過去の過ち	过去的错误
覚えられる性格指定	能记住的性格指定
旧性格のみ覚えられるクラス	只有旧性格才能记住的班级
必要性経験指定	必要性经验指定
指定契約タイプ	指定合同类型
必要パラメータ	必要参数
必要値(以上)	必要值（以上）
ホテル	旅宿
高級ホテル	高级旅宿
オープンカフェ	露天咖啡
高級オープンカフェ	高级露天咖啡
高級レストラン	高级餐厅
バーラウンジ	酒廊
高級バーラウンジ	高级酒廊
リフレ	芳疗会馆
高級リフレ	高级芳疗会馆
高級劇場	高级剧场
カジノ	赌场
高級カジノ	高级赌场
ソープ	泡泡天国
高級ソープ	高级泡泡天国
SMクラブ	ＳＭ地牢
高級SMクラブ	高级ＳＭ地牢
ご主人様専用ソープランド	主人专用泡泡天国
ご主人様専用SMクラブ	主人专用ＳＭ地牢
ノービスメイド	服务女仆
メイドとしての初歩を歩み始めた事を表すジョブメイドクラス。まずはメイドとしての知識と経験を。	表示开始了作为女仆的入门的任务女仆班。首先要了解作为女仆的知识和经验。
エンパイアメイド	裁缝女仆
接客、上流階級の知識など、劇場で働く際に必要な技術の習熟を表すジョブメイドクラス。劇場を建設する事で習得可能。最も伝統的なジョブメイドクラスです。	接待客人，上流阶层的知识等，在剧场工作时表示必要的技术熟练的任务女仆班。可以通过建设剧场来学习。是最传统的作业女仆类。
コンシェルジュメイド	接待女仆
ベッドメイクやドア係など、ホテルで働く際に必要な技術の習熟を表すジョブメイドクラス。ホテルを建設する事で習得可能。特別な記念日のフォローなども行います。	在酒店工作时，如床上用品、门卫等，是表示熟练掌握酒店技术的作业女仆班。可以通过建设酒店来学习。也会跟进特别的纪念日。
ウェイトレスメイド	女服务员
コーヒーの淹れ方、お菓子作りなど、オープンカフェで働く際に必要な技術の習熟を表すジョブメイドクラス。オープンカフェを建設する事で習得可能。ほっと一息の安らぎの時間を提供します。	咖啡的沏法、制作点心等，是在开放咖啡馆工作时表现必要技术熟练的作业女仆类。可以通过建设开放咖啡馆来学习。提供松一口气的安乐时间。
メートルメイド	餐厅女仆
料理やサーブなど、レストランで働く際に必要な技術の習熟を表すジョブメイドクラス。レストランを建設する事で習得可能。皿洗いからメニュー考案など、その業務は多岐に渡ります。	表示在餐厅工作时必要的技术熟练的作业女仆班。可以通过建设餐厅来学习。从洗碗到设计菜单等，那个业务涉及很多方面。
バーテンダーメイド	调酒师女仆
カクテル作りやトークなど、バーラウンジで働く際に必要な技術の習熟を表すジョブメイドクラス。バーラウンジを建設する事で習得可能。優雅な夜をお客様に提供する為、メイドは奮闘します。	鸡尾酒制作、谈话等，是在酒吧休息室工作时表现必要技术熟练的作业女仆班。可以通过建设酒吧休息室来学习。为了给客人提供优雅的夜晚，女仆会奋斗的。
セラピストメイド	治疗师女仆
施術全般や健康に関わる事など、リフレで働く際に必要な技術の習熟を表すジョブメイドクラス。リフレを建設する事で習得可能。お客様の身も心も癒します。	手术全部和健康相关的事情等，在按摩式工作时表示必要的技术熟练的任务女仆类。可以通过建设反射镜来学习。治愈客人的身心。
ディーラーメイド	经销商女仆
ルーレット操作やトランプテクニックなど、カジノで働く際に必要な技術の習熟を表すジョブメイドクラス。カジノを建設する事で習得可能。賭けのスリルに興じる夜に華を添えます。	轮盘操作和扑克牌技术等，在赌场工作时表示必要的技术熟练的任务女仆类。可以通过建设赌场来学习。为赌博的惊险兴奋的夜晚锦上添花。
ヒーリングメイド	治愈女仆
お風呂やベッドの上での奉仕など、ソープランドで働く際に必要な技術の習熟を表すジョブメイドクラス。ソープランドを建設する事で習得可能。溺れるような快楽の夜をお客様に。	在浴室和床上服务等，表示在soapland工作时必要的技术熟练的作业女仆班。可以通过建设计划来学习。给客人带来沉溺般的快乐之夜。
ナイトメイド	夜伽女仆
女王様やM嬢など、SMクラブで働く際に必要な技術の習熟を表すジョブメイドクラス。SMクラブを建設する事で習得可能。背徳的でアブノーマルな奉仕をお客様に。	女王和M小姐等，在SM俱乐部工作的时候表示必要的技术的熟练的任务女仆班。可以通过建设SM俱乐部来学习。为客人提供不道德、不正常的服务。
指定なし	无指定
ボーカル	歌　唱
ダンス	舞　蹈
純真で健気な妹系	纯真而坚强的妹妹系
*ガッツ＿移行	*毅力转移
*会話立ち指を合わせる	*对话立指合在一起
クールで寡黙	冷酷而沉默寡言的三无少女
プライドが高く負けず嫌い	自尊心很强不服输的傲娇
病的な程一途な大和撫子	专一温柔贤慧的病娇
母性的なお姉ちゃん	母性姐姐
健康的でスポーティなボクっ娘	男孩般的阳光少女
Ｍ心を刺激するドＳ女王様	刺激M心的抖S女王
無垢	单纯
*品評会＿無垢成功	*品评会_单纯成功
*品評会＿無垢失敗	*品评会_单纯失败
真面目	认真
*品評会＿真面目成功	*品评会_认真成功
*品評会＿真面目失敗	*品评会_认真失败
凜デレ	可靠
*品評会＿凛デレ成功	*品评会_可靠成功
*品評会＿凛デレ失敗	*品评会_可靠失败
文学少女	文学少女
おしとやか	文静
メイド秘書	秘书女仆
ふわふわ妹	软萌的妹妹
無愛想	冷淡
お嬢様	大小姐
奉仕好き	爱好侍奉
お世話+20	照顾+20
尻穴好き	爱好肛交
二穴好き	爱好二穴
中出し好き	爱好中出
飲精好き	爱好喝精
敏感体質	敏感体质
敏感なクリトリス	敏感的阴蒂
お漏らし癖	漏尿癖
中出し大好き	最喜欢中出
いじられ好き	最喜欢被虐
お尻中出し大好き	最喜欢肛门中出
変態の素質	变态的素质
ごっくん大好き	最喜欢最爱吞精
桃色泡姫	桃色泡姬
ドMの素質	抖M的素质
ムチがご褒美	鞭打是奖赏
ロウがご褒美	滴蜡是奖赏
罵倒がご褒美	辱骂是奖赏
ドS女王様	抖S女王
いやし	愈紫
ユニーク	独特
ご奉仕大好き	热爱侍奉
甘えたい	想要撒娇♡
丸之内	圆之内
夢見がち	棉花糖女仆
恋したい	想谈恋爱
ハカセ	发明家
ハイテンション	激昂美食家
たのしい	乐在其中
エトワール	爱德华
ファイエット	法叶
クリーム	克林姆
王子様系	王子殿下
満喫中	享受中
シェリティ	榭莉媞
メージェ	梅姬
アスラ	爱苏拉
エキゾチック	异国女孩
しあわせ	幸福满溢
澪次菜	澪次菜
ジェンヌ	贞德
エムシェレ	埃姆雪莱
キューコ	九狐
エキストラ	临时演员
のじゃロリ	千年萝莉
腹ペコ	飢肠辘辘
ロボットっぽい？	机器人（？）
動作安定	运作正常
もつ子	持子
ツンツン関西弁	娇蛮关西娘
ドルチェ	朵榭
資本主義	资本主义
小野蔵	小野藏
小悪魔系	小恶魔系
美を探求	探求美感
ごくむす	娘子汉
シノギ中	治孤中
水無月	水无月
兄募集中	哥哥募集中
中二病患者	中二病患者
堕天中	堕天中
お酒大好き	嗜酒如命
酒池肉林	酒池肉林
まゆみ	雅弓
ド腐れ女子	腐女
発酵中	发酵中
おどおど	畏畏缩缩
吸血鬼っぽい？	吸血鬼（？）
修行中	修行中
むっつり乙女	闷骚少女
むらむら	心痒难耐
がんばり屋な健気	开朗的努力家
がんばる	努力中
箱入り娘	大家闺秀
勉強中	学习中
ヴィクトーリア	维多利亚
クイーンオブザメイド	QUEEN of the MAID！
奉仕中	侍奉中
亜麻色女神	亚麻色女神
冒険中	冒险中
小動物系	小动物系
縦横無尽	横冲直撞
フリーダム	FREEDOM！
自由満喫	享受自由
メガネバカ	眼镜痴
布教中	传教中
エージェント	自律型终端机
任務遂行	执行任务
天衣無縫	天衣无缝
やらかし	可疑
暴走特急	失控特快
暴走中	暴走中
パトラ	帕托菈
天然Sめな女王様	主动积极的女王
旦那様♪	夫君♪
瑠璃子	瑠璃子
元気で無邪気	天真烂漫
ひよっ子	雏子
旧メイド秘書	旧女仆秘书
大人の余裕	大人的从容
婚活中	征婚中
状態名	状态名称
夜伽見習い	见习夜伽
感じやすい	容易感觉
プチアブノーマル	小变态
ソフトＭ	抖M
奉仕の目覚め	侍奉的觉醒
エッチ好き	喜欢H
マニアック	狂热Play
エッチ大好き	最喜欢H
奉仕大好き	喜欢侍奉
快楽主義者	快乐主义者
ド変態	变态
被虐興奮	被虐兴奋
愛情奉仕	爱情服务
夜伽マスター	夜伽主人
エンパイアクラブのメイドとしての基礎的な夜伽クラス。全てはここから。	作为吸血鬼俱乐部的女仆的基础性的夜间等级。一切都从这里开始。
エクスタシーベーシックメイド	淫乐女仆·基础
基礎的なセックス夜伽を習得する夜伽クラス。何度も何度も愛し合いましょう。	学习基础性夜伽的夜间班。让我们相爱无数次吧。
エクスタシーアナルベーシックメイド	淫乐女仆·后庭
基礎的なお尻でのセックス夜伽を習得する夜伽クラス。お尻でもご主人様と……	学习基础性的屁股的性夜伽的夜间班。屁股也和主人……
